SMILES,Formula,Exact_Mol_Wt,Iso_Wts,Mult
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",0
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",1
C([H])([H])[H],CH3,15.023475095999999,"15.02347509681, 16.02682993201",1
C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]1C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C23[H])[C@]1C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C23[H])[C@@](C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H29O,273.2218405480005,"273.22184055603003, 274.22519539123005, 275.22855022643",1
O[H],HO,17.002739652,17.002739652469998,1
C([H])([H])C1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])O[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C2([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])O[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
[C@@]12C(=O)C([H])([H])C([H])([H])C1([H])C1([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C1([H])C([H])([H])C2([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",1
C([H])([H])C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])C(=O)[C@]1(C([H])([H])[H])C([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1([H])C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[C@]1(C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[C@]1(C([H])([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C21[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",1
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
[H],H,1.007825032,1.00782503227,1
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C([H])(C([H])([H])C([H])([H])C4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]34C([H])([H])[H])C2([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C([H])([H])[C@@]12C(=O)C([H])([H])C([H])([H])C1([H])C1([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C1([H])C([H])([H])C2([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C12C([H])([H])C([H])([H])C(=O)[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C12C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[C@@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C12C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C2([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])O[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]1([H])O[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C([H])(C([H])([H])C([H])([H])C4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]34C([H])([H])[H])C12[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C12C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C21[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C12[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C12[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C1([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C12[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",1
C=O,CO,27.99491462,"27.9949146202, 28.9982694554",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1C([H])([H])[H],C18H30O,262.2296655800002,"262.2296655883, 263.2330204235, 264.2363752587",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23)C1([H])C([H])([H])C([H])([H])C=O,C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
C([H])([H])[H],CH3,15.023475095999999,"15.02347509681, 16.02682993201",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])C([H])(C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]2C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[H])[C@@]2C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@]([H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O,273.2218405480005,"273.22184055603003, 274.22519539123005, 275.22855022643",2
O[H],HO,17.002739652,17.002739652469998,2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C([H])(C([H])[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])O[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])O[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@](C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C=O)C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])(C([H])C([H])([H])C([H])([H])C=O)C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C(=O)C([H])[H],C2H2O,42.010564684,"42.01056468474, 43.013919519939996",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])[H],C17H28O,248.214015516,"248.21401552376, 249.21737035896, 250.22072519416",2
[C@](C([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C=O)C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@](C([H])([H])[H])(C([H])C([H])([H])C([H])([H])C=O)C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C(=O)C([H])([H])C([H])[H],C3H4O,56.026214748,"56.02621474928, 57.02956958448",2
[C@]1(C([H])([H])[H])C([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H],C16H26O,234.198365452,"234.19836545922, 235.20172029442003, 236.20507512962",2
[C@@](C([H])([H])[H])(C([H])([H])C([H])[H])C([H])(C([H])([H])C([H])([H])C=O)C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])[H])[C@@]2(C([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([C@]2(C([H])([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C2([H])[H])C([H])(C([H])([H])C([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C([H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])([H])C([H])[H])C([H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])[H])C([H])(C([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[H],H,1.007825032,1.00782503227,2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]32C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
