SMILES,Formula,Exact_Mol_Wt,Iso_Wts,Mult
C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])C([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C21[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C18H28O2,276.20893013600056,"276.20893014396, 277.21228497916, 278.21563981436",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])CC2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O)C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@](O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12,C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C32[H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@]1([H])C([H])C2([H])C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C32[H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@@]1(O[H])C([H])C2([H])C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
[C@]1(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])C3([H])C([H])C([H])([H])C2([H])C1([H])[H],C19H28O2,288.2089301360008,"288.20893014396, 289.21228497916, 290.21563981436003",2
